["port1","LEFT"]
["port2","RIGHT"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission",2.18625e-12)
(23, 3)
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port1","mode 1",1,"port3",1,"transmission",4.4503344558172520e-308)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port1","mode 1",1,"port4",1,"transmission",8.6225728753747667e-308)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port2","mode 1",1,"port1",1,"transmission",1.2025025787694356e-12)
(23, 3)
1.9034441777777778e+14 6.1623424754694234e-01 1.2775371115124392e+00
1.9068879090204678e+14 6.1903751853227551e-01 1.2707479918958640e+00
1.9103316402631578e+14 6.2226704684270273e-01 1.2644344492837785e+00
1.9137753715058481e+14 6.2584116354811636e-01 1.2589978517186231e+00
1.9172191027485381e+14 6.2966117634004237e-01 1.2545814390119907e+00
1.9206628339912281e+14 6.3352503865215859e-01 1.2512206697549084e+00
1.9241065652339181e+14 6.3731662633206898e-01 1.2488369609777104e+00
1.9275502964766081e+14 6.4095847010889406e-01 1.2471703333135518e+00
1.9309940277192984e+14 6.4446168024783634e-01 1.2460362747374492e+00
1.9344377589619884e+14 6.4797757268897893e-01 1.2453109196694787e+00
1.9376877020556581e+14 6.5143753179412023e-01 1.2449828007564461e+00
1.9378814902046784e+14 6.5165176822909965e-01 1.2449816028309799e+00
1.9380752783536988e+14 6.5186661327002038e-01 1.2449828007564461e+00
1.9413252214473684e+14 6.5557875533687204e-01 1.2453261585519104e+00
1.9447689526900584e+14 6.5978937650395075e-01 1.2466225071712449e+00
1.9482126839327488e+14 6.6410544777323355e-01 1.2490661103138292e+00
1.9516564151754388e+14 6.6835002033604241e-01 1.2527674314001542e+00
1.9551001464181288e+14 6.7238365577236092e-01 1.2575859648535177e+00
1.9585438776608188e+14 6.7609363064137040e-01 1.2633986443172707e+00
1.9619876089035088e+14 6.7947953627802615e-01 1.2701423327129131e+00
1.9654313401461991e+14 6.8249782613937748e-01 1.2777179998296455e+00
1.9688750713888891e+14 6.8505643241842751e-01 1.2860955154684701e+00
1.9723188026315791e+14 6.8713233341281299e-01 1.2951189001301195e+00
("port2","mode 1",1,"port2",1,"transmission",4.4506612462774658e-308)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port2","mode 1",1,"port3",1,"transmission",9.3459892557809590e-307)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port2","mode 1",1,"port4",1,"transmission",0.0000000000000000e+00)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port3","mode 1",1,"port1",1,"transmission",1.9364957474330369e-12)
(23, 3)
1.9034441777777778e+14 4.1435057477332858e-02 1.0141890644638725e+00
1.9068879090204678e+14 3.8087061470681825e-02 1.0272265588690479e+00
1.9103316402631578e+14 3.4934892711551299e-02 1.0339204137261691e+00
1.9137753715058481e+14 3.2043125638092050e-02 1.0410303580019562e+00
1.9172191027485381e+14 2.9339606937024733e-02 1.0410026318249663e+00
1.9206628339912281e+14 2.6936419024827612e-02 1.0410938820789470e+00
1.9241065652339181e+14 2.4679711002518229e-02 1.0353901634056193e+00
1.9275502964766081e+14 2.2656874614174732e-02 1.0309014422094420e+00
1.9309940277192984e+14 2.0781093356461902e-02 1.0214259764574216e+00
1.9344377589619884e+14 1.9108944837653543e-02 1.0184099024118132e+00
1.9376877020556581e+14 1.7606693559709698e-02 1.0088474203591300e+00
1.9378814902046784e+14 1.7516371746786170e-02 1.0088092008335621e+00
1.9380752783536988e+14 1.7427468668893831e-02 1.0088474203591300e+00
1.9413252214473684e+14 1.6151840017526339e-02 1.0077411990887226e+00
1.9447689526900584e+14 1.4777703521445248e-02 1.0027186740287037e+00
1.9482126839327488e+14 1.3589301235235178e-02 1.0052420517694498e+00
1.9516564151754388e+14 1.2411503414280715e-02 1.0067763229002222e+00
1.9551001464181288e+14 1.1367165607396713e-02 1.0200169191960169e+00
1.9585438776608188e+14 1.0335994445818767e-02 1.0294914851965593e+00
1.9619876089035088e+14 9.4682085159227599e-03 1.0570296020596430e+00
1.9654313401461991e+14 8.5668448311118049e-03 1.0842641594608000e+00
1.9688750713888891e+14 7.8576780980469507e-03 1.1315648203612747e+00
1.9723188026315791e+14 7.1449699497239932e-03 1.1887282967812627e+00
("port3","mode 1",1,"port2",1,"transmission",1.1125586596820692e-306)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port3","mode 1",1,"port3",1,"transmission",7.7879707105064463e-308)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port3","mode 1",1,"port4",1,"transmission",0.0000000000000000e+00)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port4","mode 1",1,"port1",1,"transmission",1.2051671570212175e-12)
(23, 3)
1.9034441777777778e+14 5.9238954520999154e-01 2.8432711042585819e+00
1.9068879090204678e+14 5.9944220382530522e-01 2.8336683747822473e+00
1.9103316402631578e+14 6.0617548649516528e-01 2.8242761971690862e+00
1.9137753715058481e+14 6.1291560205074835e-01 2.8151821993685742e+00
1.9172191027485381e+14 6.1996104157162035e-01 2.8066895879900158e+00
1.9206628339912281e+14 6.2732917341402195e-01 2.7993263615723798e+00
1.9241065652339181e+14 6.3487486031905138e-01 2.7935696323186843e+00
1.9275502964766081e+14 6.4228258882834088e-01 2.7895314222624332e+00
1.9309940277192984e+14 6.4922163836627922e-01 2.7871065705017926e+00
1.9344377589619884e+14 6.5550101616901113e-01 2.7859634841933345e+00
1.9376877020556581e+14 6.6071565003654109e-01 2.7856314047381816e+00
1.9378814902046784e+14 6.6100558686045907e-01 2.7856305485213126e+00
1.9380752783536988e+14 6.6129283094406410e-01 2.7856314047381816e+00
1.9413252214473684e+14 6.6574306921518644e-01 2.7857558902636859e+00
1.9447689526900584e+14 6.6990468994822372e-01 2.7859993267604155e+00
1.9482126839327488e+14 6.7369130847952885e-01 2.7861844842748518e+00
1.9516564151754388e+14 6.7738490572203713e-01 2.7864553379710926e+00
1.9551001464181288e+14 6.8119195044461012e-01 2.7870932768668486e+00
1.9585438776608188e+14 6.8508839656078113e-01 2.7885684207155945e+00
1.9619876089035088e+14 6.8890392970685732e-01 2.7912716179844397e+00
1.9654313401461991e+14 6.9231003784334699e-01 2.7952210110499283e+00
1.9688750713888891e+14 6.9500093836278687e-01 2.8001987479572019e+00
1.9723188026315791e+14 6.9691794773118232e-01 2.8057490701869887e+00
("port4","mode 1",1,"port2",1,"transmission",2.1362080720471376e-306)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port4","mode 1",1,"port3",1,"transmission",1.2906087058025546e-306)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9688750713888891e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9723188026315791e+14 0.0000000000000000e+00 0.0000000000000000e+00
("port4","mode 1",1,"port4",1,"transmission",0.0000000000000000e+00)
(23, 3)
1.9034441777777778e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9068879090204678e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9103316402631578e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9137753715058481e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9172191027485381e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9206628339912281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9241065652339181e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9275502964766081e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9309940277192984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9344377589619884e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9376877020556581e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9378814902046784e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9380752783536988e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9413252214473684e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9447689526900584e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9482126839327488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9516564151754388e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9551001464181288e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9585438776608188e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9619876089035088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9654313401461991e+14 0.0000000000000000e+00 0.0000000000000000e+00
