

wavelength(nm), Y
1577.35, -3.45233
1577.29, -3.45167
1577.23, -3.45101
1577.17, -3.45036
1577.11, -3.4497
1577.04, -3.44904
1576.98, -3.44838
1576.92, -3.44773
1576.86, -3.44707
1576.8, -3.44641
1576.73, -3.44575
1576.67, -3.4451
1576.61, -3.44444
1576.55, -3.44378
1576.48, -3.44312
1576.42, -3.44247
1576.36, -3.44181
1576.3, -3.44115
1576.24, -3.4405
1576.17, -3.43984
1576.11, -3.43918
1576.05, -3.43852
1575.99, -3.43787
1575.93, -3.43721
1575.86, -3.43655
1575.8, -3.4359
1575.74, -3.43524
1575.68, -3.43458
1575.62, -3.43393
1575.55, -3.43327
1575.49, -3.43261
1575.43, -3.43196
1575.37, -3.4313
1575.31, -3.43065
1575.24, -3.42999
1575.18, -3.42933
1575.12, -3.42868
1575.06, -3.42802
1575, -3.42736
1574.93, -3.42671
1574.87, -3.42605
1574.81, -3.4254
1574.75, -3.42474
1574.69, -3.42409
1574.63, -3.42343
1574.56, -3.42277
1574.5, -3.42212
1574.44, -3.42146
1574.38, -3.42081
1574.32, -3.42015
1574.25, -3.4195
1574.19, -3.41884
1574.13, -3.41819
1574.07, -3.41753
1574.01, -3.41688
1573.94, -3.41622
1573.88, -3.41556
1573.82, -3.41491
1573.76, -3.41422
1573.7, -3.41339
1573.63, -3.41256
1573.57, -3.41172
1573.51, -3.41089
1573.45, -3.41006
1573.39, -3.40923
1573.33, -3.4084
1573.26, -3.40756
1573.2, -3.40673
1573.14, -3.4059
1573.08, -3.40507
1573.02, -3.40424
1572.95, -3.40341
1572.89, -3.40257
1572.83, -3.40174
1572.77, -3.40091
1572.71, -3.40008
1572.65, -3.39925
1572.58, -3.39842
1572.52, -3.39759
1572.46, -3.39676
1572.4, -3.39593
1572.34, -3.39509
1572.28, -3.39426
1572.21, -3.39343
1572.15, -3.3926
1572.09, -3.39177
1572.03, -3.39094
1571.97, -3.39011
1571.91, -3.38928
1571.84, -3.38845
1571.78, -3.38762
1571.72, -3.38679
1571.66, -3.38596
1571.6, -3.38513
1571.54, -3.3843
1571.47, -3.38347
1571.41, -3.38264
1571.35, -3.38181
1571.29, -3.38098
1571.23, -3.38016
1571.17, -3.37933
1571.1, -3.3785
1571.04, -3.37767
1570.98, -3.37684
1570.92, -3.37601
1570.86, -3.37518
1570.8, -3.37435
1570.73, -3.37352
1570.67, -3.3727
1570.61, -3.37187
1570.55, -3.37104
1570.49, -3.37021
1570.43, -3.36938
1570.36, -3.36855
1570.3, -3.36773
1570.24, -3.3669
1570.18, -3.36607
1570.12, -3.36524
1570.06, -3.36441
1569.99, -3.36359
1569.93, -3.36276
1569.87, -3.36193
1569.81, -3.3611
1569.75, -3.36028
1569.69, -3.35945
1569.63, -3.35862
1569.56, -3.3578
1569.5, -3.35697
1569.44, -3.35614
1569.38, -3.35531
1569.32, -3.35449
1569.26, -3.35366
1569.19, -3.35283
1569.13, -3.35201
1569.07, -3.35118
1569.01, -3.35035
1568.95, -3.34953
1568.89, -3.3487
1568.83, -3.34788
1568.76, -3.34705
1568.7, -3.34622
1568.64, -3.3454
1568.58, -3.34435
1568.52, -3.34323
1568.46, -3.34212
1568.4, -3.341
1568.33, -3.33988
1568.27, -3.33877
1568.21, -3.33765
1568.15, -3.33654
1568.09, -3.33542
1568.03, -3.33431
1567.97, -3.33319
1567.9, -3.33208
1567.84, -3.33096
1567.78, -3.32985
1567.72, -3.32874
1567.66, -3.32762
1567.6, -3.32651
1567.54, -3.32539
1567.47, -3.32428
1567.41, -3.32317
1567.35, -3.32205
1567.29, -3.32094
1567.23, -3.31983
1567.17, -3.31871
1567.11, -3.3176
1567.05, -3.31649
1566.98, -3.31538
1566.92, -3.31426
1566.86, -3.31315
1566.8, -3.31204
1566.74, -3.31093
1566.68, -3.30982
1566.62, -3.3087
1566.55, -3.30759
1566.49, -3.30648
1566.43, -3.30537
1566.37, -3.30426
1566.31, -3.30315
1566.25, -3.30204
1566.19, -3.30093
1566.13, -3.29982
1566.06, -3.29871
1566, -3.2976
1565.94, -3.29649
1565.88, -3.29538
1565.82, -3.29427
1565.76, -3.29316
1565.7, -3.29205
1565.64, -3.29094
1565.57, -3.28983
1565.51, -3.28872
1565.45, -3.28761
1565.39, -3.2865
1565.33, -3.28539
1565.27, -3.28428
1565.21, -3.28318
1565.15, -3.28207
1565.09, -3.28096
1565.02, -3.27985
1564.96, -3.27874
1564.9, -3.27764
1564.84, -3.27653
1564.78, -3.27542
1564.72, -3.27431
1564.66, -3.27321
1564.6, -3.2721
1564.54, -3.27099
1564.47, -3.26989
1564.41, -3.26878
1564.35, -3.26767
1564.29, -3.26657
1564.23, -3.26546
