["port lower 1","LEFT"]
["port lower 2","RIGHT"]
["port upper 1","LEFT"]
["port upper 2","RIGHT"]
("port upper 1","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 2.4280331612694831e-02 3.1056913508124206e+00
1.8799485387083331e+14 2.1669820726844292e-02 3.2549441959152641e+00
1.8861942149166662e+14 2.1070743654997646e-02 2.9753527793845724e+00
1.8924398911249997e+14 1.9313299920558410e-02 2.6898315312715102e+00
1.8986855673333331e+14 2.2147098283784427e-02 2.9002384862380572e+00
1.9049312435416662e+14 2.5709995700423208e-02 3.0409935452636661e+00
1.9111769197499997e+14 1.9267414297690660e-02 3.1712802423030149e+00
1.9174225959583331e+14 1.2058319198707586e-02 3.3662785022923560e+00
1.9236682721666666e+14 1.0331092704763055e-02 3.0085675278142232e+00
1.9299139483749997e+14 1.1927571915156681e-02 2.6138494418233242e+00
1.9361596245833331e+14 1.0382122366747265e-02 2.6577417860543080e+00
1.9424053007916666e+14 8.3807093648899881e-03 2.7392192003245706e+00
1.9486509769999997e+14 8.7010910163856283e-03 2.4195534593157739e+00
1.9548966532083331e+14 9.9354694939517603e-03 2.1896382093497184e+00
1.9611423294166666e+14 7.1972269554839204e-03 2.1935359732624300e+00
1.9673880056250000e+14 5.0876767547834460e-03 2.0990470497947706e+00
1.9736336818333331e+14 9.5343273226991456e-03 1.5366860153927782e+00
1.9798793580416666e+14 1.2463876135816865e-02 1.3463920501771360e+00
1.9861250342500000e+14 9.9257394591268037e-03 1.5465819754630408e+00
1.9923707104583331e+14 1.2494450068214456e-02 1.4974368191487308e+00
1.9986163866666666e+14 1.7465029432467492e-02 1.2116160359358763e+00
("port upper 1","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 7.4608757909288703e-01 -1.7596508410106935e+00
1.8799485387083331e+14 7.1752640794490086e-01 7.4747909925344191e-01
1.8861942149166662e+14 6.8420981821210569e-01 3.2817869972452138e+00
1.8924398911249997e+14 6.4633682134398829e-01 5.8441076131711123e+00
1.8986855673333331e+14 6.0405604011600744e-01 8.4356939811485638e+00
1.9049312435416662e+14 5.5789552657137520e-01 1.1058582615463786e+01
1.9111769197499997e+14 5.0858549267091990e-01 1.3715578488093012e+01
1.9174225959583331e+14 4.5697796485124087e-01 1.6411105801609406e+01
1.9236682721666666e+14 4.0447110164010547e-01 1.9152105341276297e+01
1.9299139483749997e+14 3.5339204851801148e-01 2.1948887847405842e+01
1.9361596245833331e+14 3.0750015467912517e-01 2.4815573504676429e+01
1.9424053007916666e+14 2.7270097280784655e-01 2.7765502822416451e+01
1.9486509769999997e+14 2.5653528444692070e-01 3.0793748264366826e+01
1.9548966532083331e+14 2.6439024764416857e-01 3.3858646861645099e+01
1.9611423294166666e+14 2.9515863020068028e-01 3.6905656981353097e+01
1.9673880056250000e+14 3.4278206582600201e-01 3.9910918043145578e+01
1.9736336818333331e+14 4.0084866422170479e-01 4.2880133959967822e+01
1.9798793580416666e+14 4.6448095435924208e-01 4.5827322236626308e+01
1.9861250342500000e+14 5.3015285102289511e-01 4.8764813118683513e+01
1.9923707104583331e+14 5.9538320741604123e-01 5.1701514320451338e+01
1.9986163866666666e+14 6.5850670801474620e-01 5.4643182173328618e+01
("port upper 1","mode 1",1,"port lower 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 5.5836101013851913e-01 -1.0105575829019098e+00
1.8799485387083331e+14 6.0482309817836910e-01 1.2098459336502856e+00
1.8861942149166662e+14 6.5081020004248591e-01 3.4506048324563454e+00
1.8924398911249997e+14 6.9572043042065945e-01 5.7117384716212714e+00
1.8986855673333331e+14 7.3874400610353075e-01 7.9928277825803526e+00
1.9049312435416662e+14 7.7922263606453257e-01 1.0294255102022040e+01
1.9111769197499997e+14 8.1661439961541027e-01 1.2615440838762098e+01
1.9174225959583331e+14 8.5015009563588817e-01 1.4956627523574202e+01
1.9236682721666666e+14 8.7949382309494439e-01 1.7317355138426269e+01
1.9299139483749997e+14 9.0378153111606163e-01 1.9697598521078689e+01
1.9361596245833331e+14 9.2273306450602399e-01 2.2097006249704588e+01
1.9424053007916666e+14 9.3553079607933787e-01 2.4515221104851047e+01
1.9486509769999997e+14 9.4173688082389895e-01 2.6952151042835631e+01
1.9548966532083331e+14 9.4084755693199251e-01 2.9407640749945646e+01
1.9611423294166666e+14 9.3271127945281507e-01 3.1881583786811081e+01
1.9673880056250000e+14 9.1716784985754141e-01 3.4373583263669659e+01
1.9736336818333331e+14 8.9403480458764717e-01 3.6883286066620116e+01
1.9798793580416666e+14 8.6314494950803156e-01 3.9410511653420137e+01
1.9861250342500000e+14 8.2466547951696056e-01 4.1955139328417474e+01
1.9923707104583331e+14 7.7881612892212504e-01 4.4516823961960576e+01
1.9986163866666666e+14 7.2590279224583332e-01 4.7095309728778950e+01
("port upper 1","mode 1",1,"port lower 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 5.4659099313735481e-04 -3.0926460022277169e+00
1.8799485387083331e+14 1.5426829552851694e-03 -5.5673080702478739e+00
1.8861942149166662e+14 1.2673349418844705e-03 -2.7981484070815701e+00
1.8924398911249997e+14 9.6616806303716077e-04 -4.2316868038890671e+00
1.8986855673333331e+14 1.6768987095511533e-03 -1.5598559805265928e+00
1.9049312435416662e+14 3.2088857577274224e-05 -2.1614687388435891e-01
1.9111769197499997e+14 1.3688443178027452e-03 2.0277264134328878e-02
1.9174225959583331e+14 6.5706511038663242e-04 1.7787556243095370e+00
1.9236682721666666e+14 8.6518851818774209e-04 2.1565061893690980e+00
1.9299139483749997e+14 6.1784135379002955e-04 3.6966505529189115e+00
1.9361596245833331e+14 9.4774325705447235e-04 4.6322288940556655e+00
1.9424053007916666e+14 7.1993409801336542e-04 6.4595171321516283e+00
1.9486509769999997e+14 1.0873523528405094e-03 6.5919846073749682e+00
1.9548966532083331e+14 1.3005448577325905e-03 8.5360215129400405e+00
1.9611423294166666e+14 6.9200354555397695e-04 8.3477378278628560e+00
1.9673880056250000e+14 1.4719730851761260e-03 1.0379080038387483e+01
1.9736336818333331e+14 1.8982265994445485e-04 1.3223302305307099e+01
1.9798793580416666e+14 1.2046925458021360e-03 1.2326273577474327e+01
1.9861250342500000e+14 1.1282832996548490e-03 1.4876745835376390e+01
1.9923707104583331e+14 7.7810748150876840e-04 1.4412809231108248e+01
1.9986163866666666e+14 1.5391092260908228e-03 1.6597114738015339e+01
("port upper 2","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 7.4608778368337403e-01 -1.7596506156997562e+00
1.8799485387083331e+14 7.1752654760129231e-01 7.4747932191978528e-01
1.8861942149166662e+14 6.8420987803165423e-01 3.2817871360940400e+00
1.8924398911249997e+14 6.4633689944706951e-01 5.8441076357064112e+00
1.8986855673333331e+14 6.0405620049070741e-01 8.4356939075307213e+00
1.9049312435416662e+14 5.5789571841685215e-01 1.1058582718159796e+01
1.9111769197499997e+14 5.0858549135027831e-01 1.3715578784320106e+01
1.9174225959583331e+14 4.5697787265335632e-01 1.6411106062208276e+01
1.9236682721666666e+14 4.0447093124961392e-01 1.9152105403152255e+01
1.9299139483749997e+14 3.5339188606408417e-01 2.1948887804014610e+01
1.9361596245833331e+14 3.0750007892595788e-01 2.4815573500231441e+01
1.9424053007916666e+14 2.7270099345465282e-01 2.7765502927794095e+01
1.9486509769999997e+14 2.5653536834765173e-01 3.0793748287200518e+01
1.9548966532083331e+14 2.6439043344592555e-01 3.3858646985176087e+01
1.9611423294166666e+14 2.9515874975699113e-01 3.6905656878240279e+01
1.9673880056250000e+14 3.4278215968694725e-01 3.9910917848245141e+01
1.9736336818333331e+14 4.0084871226849678e-01 4.2880133746270651e+01
1.9798793580416666e+14 4.6448095839113818e-01 4.5827322120844869e+01
1.9861250342500000e+14 5.3015285040063642e-01 4.8764813010206211e+01
1.9923707104583331e+14 5.9538316575557881e-01 5.1701514200013996e+01
1.9986163866666666e+14 6.5850662025902706e-01 5.4643182013014574e+01
("port upper 2","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 2.4280328270920248e-02 3.1056784457486453e+00
1.8799485387083331e+14 2.1669818607036581e-02 3.2549317951043562e+00
1.8861942149166662e+14 2.1070839971250678e-02 2.9753509625883163e+00
