["port lower 1","LEFT"]
["port lower 2","RIGHT"]
["port upper 1","LEFT"]
["port upper 2","RIGHT"]
("port upper 1","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 2.8554447142228979e-02 3.1248939709348580e+00
1.8799485387083331e+14 2.0907089299614611e-02 3.3261626981250298e+00
1.8861942149166662e+14 1.9437228884522862e-02 2.9252953223305349e+00
1.8924398911249997e+14 1.6991848389607551e-02 2.8445950221909682e+00
1.8986855673333331e+14 2.5943550514819579e-02 2.7490564751007542e+00
1.9049312435416662e+14 2.2826104017297694e-02 3.0911113975880777e+00
1.9111769197499997e+14 2.1616043882594086e-02 3.2066840540728081e+00
1.9174225959583331e+14 1.1276866217347180e-02 3.4489728435399125e+00
1.9236682721666666e+14 1.0533187579706157e-02 2.8375449133550963e+00
1.9299139483749997e+14 1.0308420712372993e-02 2.5630702497017523e+00
1.9361596245833331e+14 1.2796558443797849e-02 2.7820164285556390e+00
1.9424053007916666e+14 7.9137372373389234e-03 2.6660083348517642e+00
1.9486509769999997e+14 7.2793109324318060e-03 2.3994407649388521e+00
1.9548966532083331e+14 9.8210253321048269e-03 2.0339740887700919e+00
1.9611423294166666e+14 9.3305974865458066e-03 2.2739936700028260e+00
1.9673880056250000e+14 7.4589088444252790e-03 2.1012577292545327e+00
1.9736336818333331e+14 6.7032182926394634e-03 1.5307813370323669e+00
1.9798793580416666e+14 1.0319296544264766e-02 1.4630253961064243e+00
1.9861250342500000e+14 1.1431621208264998e-02 1.4139616451699784e+00
1.9923707104583331e+14 1.1874754516334124e-02 1.3487596108857871e+00
1.9986163866666666e+14 1.6133388861142541e-02 1.2480696528095772e+00
("port upper 1","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 8.0881473527090031e-01 -1.3873015899831396e+00
1.8799485387083331e+14 7.9458322722721697e-01 6.6824595421477018e-01
1.8861942149166662e+14 7.7727345164514883e-01 2.7445014853996494e+00
1.8924398911249997e+14 7.5699079336820352e-01 4.8412318839660511e+00
1.8986855673333331e+14 7.3365833382160117e-01 6.9587276819287958e+00
1.9049312435416662e+14 7.0754071020871956e-01 9.0968031033113661e+00
1.9111769197499997e+14 6.7866726011039880e-01 1.1256006065555779e+01
1.9174225959583331e+14 6.4723425617232233e-01 1.3436496212614431e+01
1.9236682721666666e+14 6.1318645883290013e-01 1.5638857032253478e+01
1.9299139483749997e+14 5.7673976493544177e-01 1.7863492659414739e+01
1.9361596245833331e+14 5.3803280285220101e-01 2.0111502069272532e+01
1.9424053007916666e+14 4.9751221664845163e-01 2.2384445104288758e+01
1.9486509769999997e+14 4.5564306354023054e-01 2.4684515663137308e+01
1.9548966532083331e+14 4.1319654880110385e-01 2.7014520085479536e+01
1.9611423294166666e+14 3.7098630139987637e-01 2.9378254406687443e+01
1.9673880056250000e+14 3.3014894741254069e-01 3.1781435091976885e+01
1.9736336818333331e+14 2.9233200476246657e-01 3.4231876059298429e+01
1.9798793580416666e+14 2.6015746731847728e-01 3.6738383719700309e+01
1.9861250342500000e+14 2.3716556214066417e-01 3.9305129785813158e+01
1.9923707104583331e+14 2.2697861225098517e-01 4.1922487654341339e+01
1.9986163866666666e+14 2.3158653826051515e-01 4.4562714824081837e+01
("port upper 1","mode 1",1,"port lower 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 4.5970560339100625e-01 -5.7679113332496945e-01
1.8799485387083331e+14 4.9619814098692921e-01 1.2048628692189025e+00
1.8861942149166662e+14 5.3322510701292891e-01 3.0029446492965586e+00
1.8924398911249997e+14 5.7056374315789038e-01 4.8172175318721120e+00
1.8986855673333331e+14 6.0762616093518296e-01 6.6476483418898935e+00
1.9049312435416662e+14 6.4416986460750791e-01 8.4939660166243307e+00
1.9111769197499997e+14 6.7981957095831258e-01 1.0356646501181231e+01
1.9174225959583331e+14 7.1427406506713453e-01 1.2235323334486431e+01
1.9236682721666666e+14 7.4755934492972476e-01 1.4130154567242867e+01
1.9299139483749997e+14 7.7925147708195486e-01 1.6040845214341072e+01
1.9361596245833331e+14 8.0926308449220452e-01 1.7966985285079325e+01
1.9424053007916666e+14 8.3720994475501065e-01 1.9908509086202187e+01
1.9486509769999997e+14 8.6272562989547275e-01 2.1865083688004038e+01
1.9548966532083331e+14 8.8564541214426262e-01 2.3836608228897951e+01
1.9611423294166666e+14 9.0560926540820663e-01 2.5822949612699023e+01
1.9673880056250000e+14 9.2241827352238925e-01 2.7823832823338019e+01
1.9736336818333331e+14 9.3585822655828754e-01 2.9839243769226741e+01
1.9798793580416666e+14 9.4575612430885547e-01 3.1868979272339807e+01
1.9861250342500000e+14 9.5214063992904718e-01 3.3912841986888736e+01
1.9923707104583331e+14 9.5489416779972636e-01 3.5970510735111667e+01
1.9986163866666666e+14 9.5387932413167476e-01 3.8041663891690135e+01
("port upper 1","mode 1",1,"port lower 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 1.0308651021815796e-03 -3.0813371859372083e+00
1.8799485387083331e+14 2.2617160208961520e-03 -6.1830528715997959e+00
1.8861942149166662e+14 3.2402312393013501e-03 -3.6391842328569068e+00
1.8924398911249997e+14 2.4773520178771910e-03 -9.4630560786976858e-01
1.8986855673333331e+14 2.5085059427947982e-03 -3.8237657701897176e+00
1.9049312435416662e+14 3.6530843046321025e-03 -1.1043854592668747e+00
1.9111769197499997e+14 2.7909647228729008e-03 1.4086281148541393e+00
1.9174225959583331e+14 1.4580959740681848e-03 -1.4653966259185653e+00
1.9236682721666666e+14 2.4190809035498141e-03 1.6319773703776457e+00
1.9299139483749997e+14 2.0759986371519466e-03 4.0755469044271582e+00
1.9361596245833331e+14 5.5392428534333437e-04 6.7860647014406084e+00
1.9424053007916666e+14 1.1886507304693671e-03 5.0856693563436028e+00
1.9486509769999997e+14 1.6128875692452136e-03 7.2125480961463984e+00
1.9548966532083331e+14 5.4401436770669842e-04 8.6044608278849211e+00
1.9611423294166666e+14 1.1384953703518709e-03 8.5393653345407010e+00
1.9673880056250000e+14 1.3346238843948927e-03 1.0319240910070642e+01
1.9736336818333331e+14 6.0339222113607604e-04 1.2213548701238837e+01
1.9798793580416666e+14 2.6916289248149597e-04 1.2005326508998079e+01
1.9861250342500000e+14 1.0212917928458123e-03 1.3600616371108043e+01
1.9923707104583331e+14 1.4163115344875052e-03 1.5351082942066878e+01
1.9986163866666666e+14 8.1736205412169896e-04 1.7033659209143870e+01
("port upper 2","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 8.0881464589695984e-01 -1.3873013994724974e+00
1.8799485387083331e+14 7.9458313552665294e-01 6.6824612259791449e-01
1.8861942149166662e+14 7.7727334225883926e-01 2.7445016029683549e+00
1.8924398911249997e+14 7.5699070826224313e-01 4.8412319609592922e+00
1.8986855673333331e+14 7.3365829087870493e-01 6.9587277434945447e+00
1.9049312435416662e+14 7.0754063883861606e-01 9.0968033097189753e+00
1.9111769197499997e+14 6.7866709095071476e-01 1.1256006157025377e+01
1.9174225959583331e+14 6.4723412930264690e-01 1.3436496326929774e+01
1.9236682721666666e+14 6.1318627628028954e-01 1.5638857129599570e+01
1.9299139483749997e+14 5.7673956115333269e-01 1.7863492732370027e+01
1.9361596245833331e+14 5.3803260775017259e-01 2.0111502002684389e+01
1.9424053007916666e+14 4.9751204594179077e-01 2.2384444970441471e+01
1.9486509769999997e+14 4.5564300989124790e-01 2.4684515368543362e+01
1.9548966532083331e+14 4.1319655552315182e-01 2.7014520046428395e+01
1.9611423294166666e+14 3.7098627111659538e-01 2.9378254370235080e+01
1.9673880056250000e+14 3.3014891427200793e-01 3.1781435119180586e+01
1.9736336818333331e+14 2.9233193297741766e-01 3.4231876107920534e+01
1.9798793580416666e+14 2.6015736892111141e-01 3.6738383739088974e+01
1.9861250342500000e+14 2.3716545615299661e-01 3.9305129765969710e+01
1.9923707104583331e+14 2.2697850682584911e-01 4.1922487561506998e+01
1.9986163866666666e+14 2.3158645206837961e-01 4.4562714674320425e+01
("port upper 2","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 2.8554595752281458e-02 3.1248899794284615e+00
1.8799485387083331e+14 2.0907143156984147e-02 3.3261551035119594e+00
1.8861942149166662e+14 1.9437328550580859e-02 2.9252915312084427e+00
