["port lower 1","LEFT"]
["port lower 2","RIGHT"]
["port upper 1","LEFT"]
["port upper 2","RIGHT"]
("port upper 1","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 3.0571088556730529e-02 -3.1403050761790627e+00
1.8799485387083331e+14 1.7069077012836976e-02 -3.0901800719079224e+00
1.8861942149166662e+14 2.2830564773215260e-02 -3.1169285491193386e+00
1.8924398911249997e+14 1.8260916035716432e-02 -3.8668093250621749e+00
1.8986855673333331e+14 2.5467924296155867e-02 -3.2133869985548578e+00
1.9049312435416662e+14 2.5627417825822237e-02 -3.4951311504916189e+00
1.9111769197499997e+14 2.0646210706234038e-02 -2.7119237709461235e+00
1.9174225959583331e+14 1.4523466093404927e-02 -3.2290096715999970e+00
1.9236682721666666e+14 5.4766249789848899e-03 -3.1586204713876200e+00
1.9299139483749997e+14 1.3984391423057083e-02 -3.6718936212498963e+00
1.9361596245833331e+14 1.0061475887299512e-02 -3.6254068559941675e+00
1.9424053007916666e+14 9.7932960293112339e-03 -3.5099385714596347e+00
1.9486509769999997e+14 7.1694684126364198e-03 -4.0709010612723189e+00
1.9548966532083331e+14 9.9118193107112749e-03 -4.1143158001704228e+00
1.9611423294166666e+14 9.4597755058029084e-03 -4.0603785597109479e+00
1.9673880056250000e+14 6.9091924797047002e-03 -4.0660638993470570e+00
1.9736336818333331e+14 6.9371652535504527e-03 -4.7717389506734964e+00
1.9798793580416666e+14 9.8715799464338949e-03 -4.8909942103998736e+00
1.9861250342500000e+14 1.1604959858014253e-02 -4.8548769215140020e+00
1.9923707104583331e+14 1.2719016059346536e-02 -4.9808453742524996e+00
1.9986163866666666e+14 1.5749046922913797e-02 -5.0080667537854291e+00
("port upper 1","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 9.0681124882830433e-01 2.1708824488945173e+00
1.8799485387083331e+14 9.2103803169174547e-01 4.3375885773506120e+00
1.8861942149166662e+14 9.3271448427918513e-01 6.5243405084509494e+00
1.8924398911249997e+14 9.4211364550052612e-01 8.7312406859776601e+00
1.8986855673333331e+14 9.4831555254647570e-01 1.0957572537361287e+01
1.9049312435416662e+14 9.5160424355014483e-01 1.3203950835371868e+01
1.9111769197499997e+14 9.5156538053732609e-01 1.5469582893245395e+01
1.9174225959583331e+14 9.4794364577933299e-01 1.7755259920848367e+01
1.9236682721666666e+14 9.4068834133610790e-01 2.0060395919851587e+01
1.9299139483749997e+14 9.2943095361927452e-01 2.2385231490528305e+01
1.9361596245833331e+14 9.1441141302989892e-01 2.4729388246480958e+01
1.9424053007916666e+14 8.9536905046030479e-01 2.7092834019948580e+01
1.9486509769999997e+14 8.7231186261353932e-01 2.9475533685520372e+01
1.9548966532083331e+14 8.4514381100297886e-01 3.1877566269095112e+01
1.9611423294166666e+14 8.1403373480238017e-01 3.4298980137696070e+01
1.9673880056250000e+14 7.7913886528262610e-01 3.6739777658191954e+01
1.9736336818333331e+14 7.4056070748025959e-01 3.9199970080863203e+01
1.9798793580416666e+14 6.9831965841809862e-01 4.1679808682615814e+01
1.9861250342500000e+14 6.5260647579133568e-01 4.4179956482778316e+01
1.9923707104583331e+14 6.0378642496204082e-01 4.6701406994107685e+01
1.9986163866666666e+14 5.5237570144410719e-01 4.9245513496915429e+01
("port upper 1","mode 1",1,"port lower 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 1.8334617349554441e-01 9.4504150820351740e-02
1.8799485387083331e+14 1.4145372878132462e-01 1.9864201310453518e+00
1.8861942149166662e+14 9.7230159082925247e-02 3.8971845475178100e+00
1.8924398911249997e+14 5.0849094045014288e-02 5.8269985580193993e+00
1.8986855673333331e+14 2.4036036288237832e-03 7.8372613757995646e+00
1.9049312435416662e+14 4.8037782753197658e-02 6.5867444615353428e+00
1.9111769197499997e+14 1.0028628000575922e-01 8.5669686833908028e+00
1.9174225959583331e+14 1.5404690623445608e-01 1.0562108715139907e+01
1.9236682721666666e+14 2.0891614815316106e-01 1.2573221885026467e+01
1.9299139483749997e+14 2.6448590153915058e-01 1.4600722542946883e+01
1.9361596245833331e+14 3.2036083278122640e-01 1.6644749351002698e+01
1.9424053007916666e+14 3.7619025512997756e-01 1.8705102264055181e+01
1.9486509769999997e+14 4.3158583400346789e-01 2.0781637048382873e+01
1.9548966532083331e+14 4.8612007465343771e-01 2.2874081129967440e+01
1.9611423294166666e+14 5.3944341289941622e-01 2.4982326755104076e+01
1.9673880056250000e+14 5.9114561913641128e-01 2.7106077659865250e+01
1.9736336818333331e+14 6.4087226747453596e-01 2.9244989589663298e+01
1.9798793580416666e+14 6.8808097279181624e-01 3.1398876342377594e+01
1.9861250342500000e+14 7.3235795432786921e-01 3.3567589587816869e+01
1.9923707104583331e+14 7.7338488355702806e-01 3.5751132388904857e+01
1.9986163866666666e+14 8.1095179411151253e-01 3.7949151364578917e+01
("port upper 1","mode 1",1,"port lower 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 1.4088349138932775e-03 4.9726048170020121e-01
1.8799485387083331e+14 8.3503774421333100e-04 2.8195480249244897e+00
1.8861942149166662e+14 6.5151534205687910e-04 7.2066443112864176e-01
1.8924398911249997e+14 1.6648309685820730e-03 3.0287187563592766e+00
1.8986855673333331e+14 1.5322990216446698e-03 5.0253434067408467e+00
1.9049312435416662e+14 2.5909636334919410e-04 7.1514996516853184e+00
1.9111769197499997e+14 1.1962106623757539e-03 5.6716131188868397e+00
1.9174225959583331e+14 1.6891531195106732e-03 7.6102740257618446e+00
1.9236682721666666e+14 9.4397188450844050e-04 9.5494019609674865e+00
1.9299139483749997e+14 3.0705828486138581e-04 8.5261632296162304e+00
1.9361596245833331e+14 1.2405564992760919e-03 1.0503836868994330e+01
1.9424053007916666e+14 1.4273982687803008e-03 1.2443830913991203e+01
1.9486509769999997e+14 6.8896749343748973e-04 1.3947324748284753e+01
1.9548966532083331e+14 8.7381455337124986e-04 1.3764987663046666e+01
1.9611423294166666e+14 1.4468336058524186e-03 1.5275243426491990e+01
1.9673880056250000e+14 9.3476047450928492e-04 1.6949142165507730e+01
1.9736336818333331e+14 2.5604465097064802e-04 1.7489755255970465e+01
1.9798793580416666e+14 7.7704080289824951e-04 1.8539746156567034e+01
1.9861250342500000e+14 1.1334882211865550e-03 2.0412692224128584e+01
1.9923707104583331e+14 8.4842668869650813e-04 2.1928618009624437e+01
1.9986163866666666e+14 6.3755484032259355e-04 2.2294295455283468e+01
("port upper 2","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 9.0681110212354554e-01 2.1708824476612665e+00
1.8799485387083331e+14 9.2103789015027970e-01 4.3375885422090592e+00
1.8861942149166662e+14 9.3271438436450138e-01 6.5243404308125594e+00
1.8924398911249997e+14 9.4211356103572441e-01 8.7312405645065958e+00
1.8986855673333331e+14 9.4831554676506280e-01 1.0957572458421918e+01
1.9049312435416662e+14 9.5160420572694737e-01 1.3203950775982687e+01
1.9111769197499997e+14 9.5156533080933015e-01 1.5469582827239925e+01
1.9174225959583331e+14 9.4794359297013142e-01 1.7755259859360326e+01
1.9236682721666666e+14 9.4068827593523408e-01 2.0060395870485518e+01
1.9299139483749997e+14 9.2943088110569549e-01 2.2385231486134678e+01
1.9361596245833331e+14 9.1441129949981148e-01 2.4729388283553732e+01
1.9424053007916666e+14 8.9536890220776444e-01 2.7092834042282149e+01
1.9486509769999997e+14 8.7231176516089426e-01 2.9475533696384982e+01
1.9548966532083331e+14 8.4514369510480503e-01 3.1877566380580429e+01
1.9611423294166666e+14 8.1403362640075783e-01 3.4298980183534027e+01
1.9673880056250000e+14 7.7913878873063602e-01 3.6739777768587572e+01
1.9736336818333331e+14 7.4056065651415948e-01 3.9199970169963329e+01
1.9798793580416666e+14 6.9831962618444554e-01 4.1679808751677186e+01
1.9861250342500000e+14 6.5260646755270557e-01 4.4179956577188662e+01
1.9923707104583331e+14 6.0378641341838446e-01 4.6701407031265923e+01
1.9986163866666666e+14 5.5237570054552543e-01 4.9245513507340497e+01
("port upper 2","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 3.0571128242604429e-02 -3.1403043719947812e+00
1.8799485387083331e+14 1.7069185461933856e-02 -3.0901882013788646e+00
1.8861942149166662e+14 2.2830675949894439e-02 -3.1169275940876124e+00
