["port lower 1","LEFT"]
["port lower 2","RIGHT"]
["port upper 1","LEFT"]
["port upper 2","RIGHT"]
("port upper 1","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 2.6399035789892063e-02 -3.1316953521966697e+00
1.8799485387083331e+14 2.1712875608071058e-02 -3.0963911384072236e+00
1.8861942149166662e+14 1.8794664185077345e-02 -3.2851505340618932e+00
1.8924398911249997e+14 2.0209514469493234e-02 -3.5131087924729472e+00
1.8986855673333331e+14 2.3819145628262772e-02 -3.4520208142995590e+00
1.9049312435416662e+14 2.4255847946209396e-02 -3.2087720701784415e+00
1.9111769197499997e+14 2.0327685589113048e-02 -3.0062321695798864e+00
1.9174225959583331e+14 1.1049519168025700e-02 -2.9817980625914107e+00
1.9236682721666666e+14 8.9372661378009904e-03 -3.3062354162876164e+00
1.9299139483749997e+14 1.2927789407927649e-02 -3.7466735774457747e+00
1.9361596245833331e+14 1.0199799531603802e-02 -3.5887487885707956e+00
1.9424053007916666e+14 1.0085268335057703e-02 -3.4539535507277965e+00
1.9486509769999997e+14 8.3462762601949729e-03 -4.1241010715142039e+00
1.9548966532083331e+14 8.1984881776618179e-03 -4.0125424489609376e+00
1.9611423294166666e+14 1.0327531769330061e-02 -4.0050997884227098e+00
1.9673880056250000e+14 5.2495770643322150e-03 -4.4325923667948830e+00
1.9736336818333331e+14 6.8587815038780135e-03 -4.6197481511638303e+00
1.9798793580416666e+14 1.2728034078032078e-02 -4.9057737928696783e+00
1.9861250342500000e+14 1.0040096602075339e-02 -4.8811282780788172e+00
1.9923707104583331e+14 1.2750328876976497e-02 -4.7715730457731302e+00
1.9986163866666666e+14 1.7332512138452633e-02 -5.0965725130550776e+00
("port upper 1","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 3.2291067718536298e-01 1.6025448164136258e+00
1.8799485387083331e+14 3.0487206435547609e-01 4.1308171377029090e+00
1.8861942149166662e+14 2.9381130357029456e-01 6.7062655549447081e+00
1.8924398911249997e+14 2.9218650465002244e-01 9.3211096567056941e+00
1.8986855673333331e+14 3.0162880881582910e-01 1.1961201883427261e+01
1.9049312435416662e+14 3.2238703868603241e-01 1.4610933184742640e+01
1.9111769197499997e+14 3.5331184798615894e-01 1.7259545273419207e+01
1.9174225959583331e+14 3.9243097444903879e-01 1.9903329697180226e+01
1.9236682721666666e+14 4.3755019307564724e-01 2.2543632359144659e+01
1.9299139483749997e+14 4.8675622224179455e-01 2.5184016892322479e+01
1.9361596245833331e+14 5.3839569261731990e-01 2.7828164074006548e+01
1.9424053007916666e+14 5.9096949660700926e-01 3.0479605753673312e+01
1.9486509769999997e+14 6.4337904859392492e-01 3.3141096833545411e+01
1.9548966532083331e+14 6.9466166203158464e-01 3.5814500698479570e+01
1.9611423294166666e+14 7.4398661520385256e-01 3.8501191735308296e+01
1.9673880056250000e+14 7.9046328208213967e-01 4.1202024084056454e+01
1.9736336818333331e+14 8.3311157749330356e-01 4.3917836225098263e+01
1.9798793580416666e+14 8.7123180319898708e-01 4.6649309372744597e+01
1.9861250342500000e+14 9.0421288273504696e-01 4.9396890340736867e+01
1.9923707104583331e+14 9.3163891832119339e-01 5.2160858667174637e+01
1.9986163866666666e+14 9.5313124183331122e-01 5.4941166105975682e+01
("port upper 1","mode 1",1,"port lower 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 8.8084511787226005e-01 1.4541736357233637e+00
1.8799485387083331e+14 8.9267502303101975e-01 3.5643477068960294e+00
1.8861942149166662e+14 9.0110731580805326e-01 5.6944509771238838e+00
1.8924398911249997e+14 9.0596912623672843e-01 7.8438183497587417e+00
1.8986855673333331e+14 9.0674140495693167e-01 1.0012784268586055e+01
1.9049312435416662e+14 9.0323886239979245e-01 1.2200481557540797e+01
1.9111769197499997e+14 8.9477693573259143e-01 1.4407294574236635e+01
1.9174225959583331e+14 8.8138275864946369e-01 1.6632632451782946e+01
1.9236682721666666e+14 8.6247188700984023e-01 1.8876737312433047e+01
1.9299139483749997e+14 8.3818217222469571e-01 2.1139234238622418e+01
1.9361596245833331e+14 8.0808296420940229e-01 2.3420063659005425e+01
1.9424053007916666e+14 7.7238269129220438e-01 2.5719079833724123e+01
1.9486509769999997e+14 7.3105318539366870e-01 2.8035970861700420e+01
1.9548966532083331e+14 6.8427141248593992e-01 3.0370507862689237e+01
1.9611423294166666e+14 6.3211059023695382e-01 3.2722259440011214e+01
1.9673880056250000e+14 5.7467402423383274e-01 3.5091190429681994e+01
1.9736336818333331e+14 5.1241267353477904e-01 3.7477218108053059e+01
1.9798793580416666e+14 4.4578412339360607e-01 3.9880067452863358e+01
1.9861250342500000e+14 3.7530451739795667e-01 4.2299334438189234e+01
1.9923707104583331e+14 3.0139621223265373e-01 4.4734573097466573e+01
1.9986163866666666e+14 2.2464445888485898e-01 4.7185662821510363e+01
("port upper 1","mode 1",1,"port lower 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 5.1634314856889032e-04 -1.1163802321733841e-01
1.8799485387083331e+14 8.6512776672731276e-04 1.4298209953806531e+00
1.8861942149166662e+14 3.4095588561067978e-04 3.1562022310231970e+00
1.8924398911249997e+14 1.1485441763829957e-03 2.7631115628106842e+00
1.8986855673333331e+14 1.4859903812850311e-03 4.9460770293890892e+00
1.9049312435416662e+14 2.4078437295104292e-04 3.1531452324454219e+00
1.9111769197499997e+14 1.8899253097136601e-03 6.1474994612461762e+00
1.9174225959583331e+14 1.3587349652938001e-03 8.6171146596789274e+00
1.9236682721666666e+14 9.6873874475313006e-04 7.0839298662206875e+00
1.9299139483749997e+14 1.9985319262794750e-03 9.8115312370625958e+00
1.9361596245833331e+14 9.9833103528652357e-04 1.2582610498691931e+01
1.9424053007916666e+14 1.2819260404487063e-03 1.1090176168937354e+01
1.9486509769999997e+14 2.0222583438196172e-03 1.3612664189586280e+01
1.9548966532083331e+14 1.9685141768323216e-04 1.6301840917536897e+01
1.9611423294166666e+14 1.7909835913523355e-03 1.4924482566121805e+01
1.9673880056250000e+14 1.2628107585671857e-03 1.7295369279243673e+01
1.9736336818333331e+14 5.2333392735016016e-04 1.6094748485641869e+01
1.9798793580416666e+14 1.4032229580006846e-03 1.8895078954865760e+01
1.9861250342500000e+14 9.0059910335121797e-04 2.1286711821628991e+01
1.9923707104583331e+14 8.1362502570696922e-04 2.0765696896608574e+01
1.9986163866666666e+14 1.4390721712447083e-03 2.2763018219294629e+01
("port upper 2","mode 1",1,"port upper 1",1,"transmission")
(21, 3)
1.8737028624999997e+14 3.2291058007374623e-01 1.6025447935550918e+00
1.8799485387083331e+14 3.0487198312585762e-01 4.1308169424313128e+00
1.8861942149166662e+14 2.9381131489819440e-01 6.7062652753934540e+00
1.8924398911249997e+14 2.9218660528812040e-01 9.3211095218174957e+00
1.8986855673333331e+14 3.0162894574621962e-01 1.1961201991646298e+01
1.9049312435416662e+14 3.2238719169937563e-01 1.4610933479769926e+01
1.9111769197499997e+14 3.5331190052779410e-01 1.7259545609731010e+01
1.9174225959583331e+14 3.9243096213139561e-01 1.9903329844590328e+01
1.9236682721666666e+14 4.3755014813529414e-01 2.2543632320495387e+01
1.9299139483749997e+14 4.8675616803463984e-01 2.5184016686344428e+01
1.9361596245833331e+14 5.3839566322055521e-01 2.7828163863786653e+01
1.9424053007916666e+14 5.9096946986402799e-01 3.0479605579856997e+01
1.9486509769999997e+14 6.4337897831945257e-01 3.3141096621177809e+01
1.9548966532083331e+14 6.9466172111403535e-01 3.5814500540946980e+01
1.9611423294166666e+14 7.4398658665580675e-01 3.8501191553764002e+01
1.9673880056250000e+14 7.9046334017598441e-01 4.1202023876380814e+01
1.9736336818333331e+14 8.3311172799523914e-01 4.3917836059231348e+01
1.9798793580416666e+14 8.7123196189848429e-01 4.6649309303446536e+01
1.9861250342500000e+14 9.0421303627025629e-01 4.9396890363896453e+01
1.9923707104583331e+14 9.3163901767316715e-01 5.2160858715990727e+01
1.9986163866666666e+14 9.5313125569569135e-01 5.4941166120178515e+01
("port upper 2","mode 1",1,"port upper 2",1,"transmission")
(21, 3)
1.8737028624999997e+14 2.6399084576382677e-02 -3.1316941838296919e+00
1.8799485387083331e+14 2.1712750237286502e-02 -3.0963966176291331e+00
1.8861942149166662e+14 1.8794692563566400e-02 -3.2851582303417652e+00
