wavelength(nm), Y
1583.09, -48.0511
1582.99, -48.0016
1582.88, -47.9524
1582.78, -47.9034
1582.67, -47.8548
1582.57, -47.8064
1582.47, -47.7582
1582.36, -47.7104
1582.26, -47.6628
1582.15, -47.6155
1582.05, -47.5684
1581.95, -47.5215
1581.84, -47.475
1581.74, -47.4286
1581.63, -47.3826
1581.53, -47.3367
1581.42, -47.2911
1581.32, -47.2458
1581.22, -47.2007
1581.11, -47.1558
1581.01, -47.1111
1580.9, -47.0667
1580.8, -47.0225
1580.7, -46.9785
1580.59, -46.9347
1580.49, -46.8912
1580.38, -46.8479
1580.28, -46.8048
1580.18, -46.7619
1580.07, -46.7192
1579.97, -46.6767
1579.86, -46.6344
1579.76, -46.5924
1579.66, -46.5505
1579.55, -46.5089
1579.45, -46.4674
1579.35, -46.4261
1579.24, -46.3851
1579.14, -46.3442
1579.03, -46.3035
1578.93, -46.2759
1578.83, -46.3127
1578.72, -46.3496
1578.62, -46.3868
1578.52, -46.424
1578.41, -46.4615
1578.31, -46.4991
1578.2, -46.5368
1578.1, -46.5748
1578, -46.6129
1577.89, -46.6511
1577.79, -46.6896
1577.69, -46.7282
1577.58, -46.767
1577.48, -46.8059
1577.38, -46.845
1577.27, -46.8843
1577.17, -46.9238
1577.06, -46.9635
1576.96, -47.0033
1576.86, -47.0434
1576.75, -47.0836
1576.65, -47.124
1576.55, -47.1646
1576.44, -47.2053
1576.34, -47.2463
1576.24, -47.2875
1576.13, -47.3288
1576.03, -47.3704
1575.93, -47.4122
1575.82, -47.4541
1575.72, -47.4963
1575.62, -47.5387
1575.51, -47.5813
1575.41, -47.624
1575.31, -47.667
1575.2, -47.7103
1575.1, -47.7537
1575, -47.7973
1574.89, -47.8412
1574.79, -47.8853
1574.69, -47.9296
1574.58, -47.9742
1574.48, -48.0189
1574.38, -48.064
1574.27, -48.1092
1574.17, -48.1547
1574.07, -48.2004
1573.96, -48.2463
1573.86, -48.2926
1573.76, -48.3372
1573.66, -48.3682
1573.55, -48.3994
1573.45, -48.4306
1573.35, -48.462
1573.24, -48.4934
1573.14, -48.525
