wavelength(nm), Y
1502.69, -3.84359
1502.6, -3.84289
1502.5, -3.84219
1502.41, -3.84148
1502.31, -3.84078
1502.22, -3.84007
1502.13, -3.83937
1502.03, -3.83867
1501.94, -3.83796
1501.84, -3.8373
1501.75, -3.83665
1501.66, -3.836
1601.67, -5.85106
1601.56, -5.85106
1601.45, -5.85106
1601.35, -5.85106
1601.24, -5.85106
1601.13, -5.85106
1601.03, -5.85106
1600.92, -5.85106
1600.81, -5.85106
1600.71, -5.85106
1600.6, -5.85106
1600.49, -5.85106
1600.39, -5.85106
1600.28, -5.85106
1600.17, -5.85106
1600.07, -5.85106
1599.96, -5.84989
1599.85, -5.84679
1599.75, -5.84368
1599.64, -5.84058
1599.53, -5.83748
1599.43, -5.83438
1599.32, -5.83129
1599.21, -5.82819
1599.11, -5.82509
1599, -5.822
1598.9, -5.8189
1598.79, -5.81581
1598.68, -5.81272
1598.58, -5.80963
1598.47, -5.80654
1598.36, -5.80345
1598.26, -5.80037
1598.15, -5.79728
1598.04, -5.79419
1597.94, -5.79111
1597.83, -5.78803
1597.73, -5.78499
1597.62, -5.78196
1597.51, -5.77893
1597.41, -5.7759
1597.3, -5.77287
1597.19, -5.76984
1597.09, -5.76681
1596.98, -5.76378
1596.88, -5.76076
1596.77, -5.75773
1596.66, -5.75471
1596.56, -5.75169
1596.45, -5.74866
1596.35, -5.74564
1596.24, -5.74262
1596.13, -5.73961
1596.03, -5.73659
1595.92, -5.73357
1595.82, -5.73056
1595.71, -5.72754
1595.6, -5.72455
1595.5, -5.72158
1595.39, -5.71861
1595.29, -5.71565
1595.18, -5.71268
1595.07, -5.70972
1594.97, -5.70675
1594.86, -5.70379
1594.76, -5.70083
1594.65, -5.69787
1594.54, -5.69491
1594.44, -5.69195
1594.33, -5.68899
1594.23, -5.68603
1594.12, -5.68307
1594.02, -5.68012
1593.91, -5.67717
1593.8, -5.67421
1593.7, -5.67126
1593.59, -5.66831
1593.49, -5.66536
1593.38, -5.66245
1593.28, -5.65954
1593.17, -5.65663
1593.06, -5.65372
1592.96, -5.65082
1592.85, -5.64791
1592.75, -5.64501
1592.64, -5.6421
1592.54, -5.6392
1592.43, -5.6363
1592.33, -5.6334
1592.22, -5.6305
1592.11, -5.6276
1592.01, -5.6247
1591.9, -5.6218
1591.8, -5.61891
1591.69, -5.61601
1591.59, -5.61312
1591.48, -5.61022
1591.38, -5.60733
1591.27, -5.60446
1591.16, -5.6016
1591.06, -5.59875
1590.95, -5.59589
1590.85, -5.59304
1590.74, -5.59019
1590.64, -5.58734
1590.53, -5.58448
1590.43, -5.58163
1590.32, -5.57879
1590.22, -5.57594
1590.11, -5.57309
1590.01, -5.57024
1589.9, -5.5674
1589.8, -5.56455
1589.69, -5.56171
1589.59, -5.55887
1589.48, -5.55603
1589.38, -5.55319
1589.27, -5.55035
1589.17, -5.54751
1589.06, -5.54471
1588.96, -5.5419
1588.85, -5.53909
1588.74, -5.53629
1588.64, -5.53348
1588.53, -5.53068
1588.43, -5.52788
1588.32, -5.52508
1588.22, -5.52228
1588.11, -5.51948
1588.01, -5.51668
1587.9, -5.51388
1587.8, -5.51108
1587.69, -5.50829
1587.59, -5.50549
1587.49, -5.5027
1587.38, -5.4999
1587.28, -5.49711
1587.17, -5.49432
1587.07, -5.49153
1586.96, -5.48876
1586.86, -5.486
1586.75, -5.48324
1586.65, -5.48048
1586.54, -5.47772
1586.44, -5.47496
1586.33, -5.4722
1586.23, -5.46944
1586.12, -5.46669
1586.02, -5.46393
1585.91, -5.46118
1585.81, -5.45842
1585.7, -5.45567
1585.6, -5.45292
1585.49, -5.45017
1585.39, -5.44742
1585.29, -5.44467
1585.18, -5.44192
1585.08, -5.43917
1584.97, -5.43642
1584.87, -5.43369
1584.76, -5.43096
1584.66, -5.42824
1584.55, -5.42552
1584.45, -5.4228
1584.34, -5.42008
1584.24, -5.41737
1584.14, -5.41465
1584.03, -5.41193
1583.93, -5.40922
1583.82, -5.4065
1583.72, -5.40379
1583.61, -5.40108
1583.51, -5.39837
1583.4, -5.39566
1583.3, -5.39295
1583.2, -5.39024
1583.09, -5.38753
1582.99, -5.38482
1582.88, -5.38211
1582.78, -5.37941
1582.67, -5.37672
1582.57, -5.37404
1582.47, -5.37136
1582.36, -5.36867
1582.26, -5.36599
1582.15, -5.36331
1582.05, -5.36063
1581.95, -5.35795
1581.84, -5.35528
1581.74, -5.3526
1581.63, -5.34992
1581.53, -5.34725
1581.42, -5.34457
1581.32, -5.3419
1581.22, -5.33923
1581.11, -5.33655
1581.01, -5.33388
1580.9, -5.33121
1580.8, -5.32854
1580.7, -5.32587
1580.59, -5.32321
1580.49, -5.32056
1580.38, -5.31791
1580.28, -5.31527
1580.18, -5.31262
1580.07, -5.30997
1579.97, -5.30733
1579.86, -5.30468
1579.76, -5.30204
1579.66, -5.29939
1579.55, -5.29675
1579.45, -5.29411
1579.35, -5.29147
1579.24, -5.28883
1579.14, -5.28619
1579.03, -5.28355
1578.93, -5.28091
1578.83, -5.27828
1578.72, -5.27564
1578.62, -5.27301
1578.52, -5.27037
1578.41, -5.26776
1578.31, -5.26514
1578.2, -5.26252
1578.1, -5.25991
1578, -5.25729
1577.89, -5.25468
1577.79, -5.25206
1577.69, -5.24945
1577.58, -5.24684
1577.48, -5.24423
1577.38, -5.24162
1577.27, -5.23901
1577.17, -5.2364
1577.06, -5.23379
1576.96, -5.23118
1576.86, -5.22858
1576.75, -5.22597
1576.65, -5.22337
1576.55, -5.22076
1576.44, -5.21816
1576.34, -5.21556
1576.24, -5.21298
1576.13, -5.21039
1576.03, -5.2078
1575.93, -5.20521
1575.82, -5.20263
1575.72, -5.20004
1575.62, -5.19746
1575.51, -5.19488
1575.41, -5.1923
1575.31, -5.18971
1575.2, -5.18713
1575.1, -5.18455
1575, -5.18197
1574.89, -5.17939
1574.79, -5.17682
1574.69, -5.17424
1574.58, -5.17166
1574.48, -5.16909
1574.38, -5.16651
1574.27, -5.16394
1574.17, -5.16138
1574.07, -5.15882
1573.96, -5.15626
1573.86, -5.1537
1573.76, -5.15114
1573.66, -5.14858
1573.55, -5.14603
1573.45, -5.14347
