wavelength(nm), Y
1542.83, -3.59472
1542.73, -3.59499
1542.64, -3.59527
1542.54, -3.59554
1542.44, -3.59581
1542.34, -3.59608
1542.24, -3.59635
1542.14, -3.59662
1542.04, -3.59689
1541.94, -3.59716
1541.84, -3.59743
1541.74, -3.5977
1541.65, -3.59797
1541.55, -3.59824
1541.45, -3.59851
1541.35, -3.59879
1541.25, -3.59906
1541.15, -3.59934
1541.05, -3.59962
1540.95, -3.59989
1540.85, -3.60017
1540.76, -3.60045
1540.66, -3.60073
1540.56, -3.60101
1540.46, -3.60129
1540.36, -3.60156
1540.26, -3.60184
1540.16, -3.60212
1540.06, -3.6024
1539.97, -3.60268
1539.87, -3.60296
1539.77, -3.60323
1539.67, -3.60351
1539.57, -3.60379
1539.47, -3.60407
1539.37, -3.60435
1539.27, -3.60463
1539.18, -3.60491
1539.08, -3.6052
1538.98, -3.60548
1538.88, -3.60576
1538.78, -3.60605
1538.68, -3.60633
1538.58, -3.60662
1538.49, -3.6069
1538.39, -3.60719
1538.29, -3.60747
1538.19, -3.60776
1538.09, -3.60804
1537.99, -3.60832
1537.9, -3.60861
1537.8, -3.60889
1537.7, -3.60918
1537.6, -3.60946
1537.5, -3.60975
1537.4, -3.61003
1537.3, -3.61032
1537.21, -3.6106
1537.11, -3.61089
1537.01, -3.61118
1536.91, -3.61147
1536.81, -3.61175
1536.71, -3.61204
1536.62, -3.61233
1536.52, -3.61262
1536.42, -3.6129
1536.32, -3.61319
1536.22, -3.61348
1536.13, -3.61377
1536.03, -3.61405
1535.93, -3.61434
1535.83, -3.61463
1535.73, -3.61492
1535.63, -3.6152
1535.54, -3.61549
1535.44, -3.61578
1535.34, -3.61607
1535.24, -3.61636
1535.14, -3.61664
1535.05, -3.61693
1534.95, -3.61722
1534.85, -3.6175
1534.75, -3.61779
1534.65, -3.61808
1534.56, -3.61837
1534.46, -3.61865
1534.36, -3.61894
1534.26, -3.61923
1534.16, -3.61951
1534.07, -3.6198
1533.97, -3.62009
1533.87, -3.62038
1533.77, -3.62066
1533.67, -3.62095
1533.58, -3.62124
1533.48, -3.62152
1533.38, -3.62181
1533.28, -3.6221
1533.18, -3.62238
1533.09, -3.62267
1532.99, -3.62295
1532.89, -3.62323
1532.79, -3.62351
1532.7, -3.6238
1532.6, -3.62408
1532.5, -3.62436
1532.4, -3.62465
1532.3, -3.62493
1532.21, -3.62521
1532.11, -3.6255
1532.01, -3.62578
1531.91, -3.62606
1531.82, -3.62634
1531.72, -3.62663
1531.62, -3.62691
1531.52, -3.62719
1531.43, -3.62748
1531.33, -3.62776
1531.23, -3.62804
1531.13, -3.62832
1531.03, -3.62859
1530.94, -3.62887
1530.84, -3.62915
1530.74, -3.62942
1530.64, -3.6297
1530.55, -3.62998
1530.45, -3.63025
1530.35, -3.63053
1530.25, -3.6308
1530.16, -3.63108
1530.06, -3.63136
1529.96, -3.63163
1529.87, -3.63191
1529.77, -3.63219
1529.67, -3.63246
1529.57, -3.63274
1529.48, -3.63302
1529.38, -3.63329
1529.28, -3.63357
1529.18, -3.63384
1529.09, -3.63411
1528.99, -3.63438
1528.89, -3.63465
1528.79, -3.63491
1528.7, -3.63518
1528.6, -3.63545
1528.5, -3.63572
1528.41, -3.63599
1528.31, -3.63626
1528.21, -3.63653
1528.11, -3.6368
1528.02, -3.63707
1527.92, -3.63734
1527.82, -3.63761
1527.72, -3.63787
1527.63, -3.63814
1527.53, -3.63841
1527.43, -3.63868
1527.34, -3.63895
1527.24, -3.63922
1527.14, -3.63948
1527.05, -3.63974
1526.95, -3.64001
1526.85, -3.64027
1526.75, -3.64053
1526.66, -3.6408
1526.56, -3.64106
1526.46, -3.64132
1526.37, -3.64159
1526.27, -3.64185
1526.17, -3.64211
1526.08, -3.64237
1525.98, -3.64264
1525.88, -3.6429
1525.78, -3.64316
1525.69, -3.64343
1525.59, -3.64369
1525.49, -3.64395
1525.4, -3.64422
1525.3, -3.64448
1525.2, -3.64474
1525.11, -3.645
1525.01, -3.64526
1524.91, -3.64552
1524.82, -3.64578
1524.72, -3.64604
1524.62, -3.6463
1524.53, -3.64656
1524.43, -3.64682
1524.33, -3.64708
1524.24, -3.64734
1524.14, -3.6476
1524.04, -3.64786
1523.95, -3.64812
1523.85, -3.64838
1523.75, -3.64864
1523.66, -3.6489
1523.56, -3.64916
1523.46, -3.64942
1523.37, -3.64968
1523.27, -3.64994
1523.17, -3.6502
1523.08, -3.65046
1522.98, -3.65072
1522.88, -3.65098
1522.79, -3.65123
1522.69, -3.65149
1522.59, -3.65175
1522.5, -3.65201
1522.4, -3.65227
1522.3, -3.65253
1522.21, -3.65279
1522.11, -3.65305
1522.01, -3.65331
1521.92, -3.65357
1521.82, -3.65383
1521.73, -3.65409
1521.63, -3.65435
1521.53, -3.65461
1521.44, -3.65487
1521.34, -3.65513
1521.24, -3.65539
1521.15, -3.65565
1521.05, -3.65592
1520.95, -3.65618
1520.86, -3.65644
1520.76, -3.6567
1520.67, -3.65696
1520.57, -3.65723
1520.47, -3.65749
1520.38, -3.65775
1520.28, -3.65801
1520.18, -3.65827
1520.09, -3.65854
1519.99, -3.6588
1519.9, -3.65906
1519.8, -3.65932
1519.7, -3.65958
1519.61, -3.65985
1519.51, -3.66011
1519.42, -3.66037
1519.32, -3.66064
1519.22, -3.6609
1519.13, -3.66117
1519.03, -3.66143
1518.94, -3.6617
1518.84, -3.66196
1518.74, -3.66223
1518.65, -3.66249
1518.55, -3.66276
1518.46, -3.66303
1518.36, -3.66329
1518.26, -3.66356
1518.17, -3.66382
1518.07, -3.66409
1517.98, -3.66435
1517.88, -3.66462
1517.78, -3.66489
1517.69, -3.66515
1517.59, -3.66542
1517.5, -3.66568
1517.4, -3.66595
1517.3, -3.66622
1517.21, -3.66649
1517.11, -3.66676
1517.02, -3.66703
1516.92, -3.6673
1516.83, -3.66757
1516.73, -3.66784
1516.63, -3.6681
1516.54, -3.66837
1516.44, -3.66864
1516.35, -3.66891
1516.25, -3.66918
1516.16, -3.66945
1516.06, -3.66972
1515.96, -3.66999
1515.87, -3.67026
1515.77, -3.67053
1515.68, -3.6708
1515.58, -3.67107
1515.49, -3.67134
1515.39, -3.67161
1515.29, -3.67188
1515.2, -3.67216
1515.1, -3.67243
1515.01, -3.6727
1514.91, -3.67298
1514.82, -3.67325
1514.72, -3.67352
1514.63, -3.6738
1514.53, -3.67407
1514.44, -3.67434
1514.34, -3.67462
1514.24, -3.67489
1514.15, -3.67516
1514.05, -3.67544
1513.96, -3.67571
1513.86, -3.67598
1513.77, -3.67626
1513.67, -3.67653
1513.58, -3.6768
1513.48, -3.67708
1513.39, -3.67736
1513.29, -3.67763
1513.2, -3.67791
1513.1, -3.67819
1513, -3.67846
1512.91, -3.67874
1512.81, -3.67902
1512.72, -3.6793
1512.62, -3.67957
1512.53, -3.67985
1512.43, -3.68013
1512.34, -3.68041
1512.24, -3.68068
1512.15, -3.68096
1512.05, -3.68124
1511.96, -3.68151
1511.86, -3.68179
1511.77, -3.68207
1511.67, -3.68235
1511.58, -3.68262
1511.48, -3.68291
1511.39, -3.68319
1511.29, -3.68347
1511.2, -3.68375
1511.1, -3.68404
1511.01, -3.68432
1510.91, -3.6846
1510.82, -3.68489
1510.72, -3.68517
1510.63, -3.68545
1510.53, -3.68573
1510.44, -3.68602
1510.34, -3.6863
1510.25, -3.68658
1510.15, -3.68687
1510.06, -3.68715
1509.96, -3.68743
1509.87, -3.68771
1509.77, -3.688
1509.68, -3.68828
1509.58, -3.68857
1509.49, -3.68886
1509.39, -3.68915
1509.3, -3.68944
1509.2, -3.68973
1509.11, -3.69002
1509.01, -3.69031
1508.92, -3.6906
1508.82, -3.69089
1508.73, -3.69118
1508.63, -3.69147
1508.54, -3.69176
1508.44, -3.69206
1508.35, -3.69235
1508.26, -3.69264
1508.16, -3.69293
1508.07, -3.69322
1507.97, -3.69351
1507.88, -3.6938
1507.78, -3.69409
1507.69, -3.69438
1507.59, -3.69468
1507.5, -3.69499
1507.4, -3.69529
1507.31, -3.69559
1507.21, -3.69589
1507.12, -3.69619
1507.03, -3.6965
1506.93, -3.6968
1506.84, -3.6971
1506.74, -3.6974
1506.65, -3.6977
1506.55, -3.69801
1506.46, -3.69831
1506.36, -3.69861
1506.27, -3.69891
1506.18, -3.69921
1506.08, -3.69952
1505.99, -3.69982
1505.89, -3.70012
1505.8, -3.70042
1505.7, -3.70073
1505.61, -3.70105
1505.51, -3.70136
1505.42, -3.70168
1505.33, -3.70199
1505.23, -3.70231
1505.14, -3.70263
1505.04, -3.70294
1504.95, -3.70326
1504.85, -3.70357
1504.76, -3.70389
1504.67, -3.7042
1504.57, -3.70452
1504.48, -3.70483
1504.38, -3.70515
1504.29, -3.70547
1504.19, -3.70578
1504.1, -3.7061
1504.01, -3.70641
1503.91, -3.70673
1503.82, -3.70705
1503.72, -3.70738
1503.63, -3.70771
1503.54, -3.70804
1503.44, -3.70837
1503.35, -3.7087
1503.25, -3.70903
1503.16, -3.70936
1503.07, -3.70969
1502.97, -3.71002
1502.88, -3.71035
1502.78, -3.71068
1502.69, -3.71101
1502.6, -3.71134
1502.5, -3.71167
1502.41, -3.712
1502.31, -3.71233
1502.22, -3.71266
1502.13, -3.71299
1502.03, -3.71332
1501.94, -3.71365
1501.84, -3.71399
1501.75, -3.71433
1501.66, -3.71467
1601.67, -3.53052
1601.56, -3.53052
1601.45, -3.53052
1601.35, -3.53052
1601.24, -3.53052
1601.13, -3.53052
1601.03, -3.53052
1600.92, -3.53052
1600.81, -3.53052
1600.71, -3.53052
1600.6, -3.53052
1600.49, -3.53052
